nombre_institucion,tipo_de_institucion,cuit,municipio_comuna_dom_real,departamento,telefono_principal_cod_area_sin_cero_y_telefono_sin_el_15,telefono_secundario_cod_area_sin_cero_y_telefono_sin_el_15,e_mail,calle_dom_real,nro_dom_real,denominacion_sede_anexo,direccion_anexo,pagina_web,red_social_intagram,red_social_facebook,disciplinas,deporte_adaptado,infraestructura_adaptada_para_accesibilidad,latitud,longitud,tipo_de_espacios_deportivos
CLUB PESCA FEDERACIÓN,CLUB DEPORTIVO,3.3712129609E10,FEDERACIÓN,FEDERACIÓN,3.456495423E9,3.456481006E9,clubpescaFEDERACIÓN@gmail.com,EX EMPLAZAMIENTO,0.0,,,,@clubpescaFEDERACIÓN,https://www.facebook.com/clubpescaFEDERACIÓN/?locale=es_LA,"Pesca, Fitness, Ciclismo, Náuticos",SIN DATOS,SIN DATOS,-30.9941980414046,-57.9020404623504,"Otros, SUM"
CLUB ATLÉTICO ESTUDIANTES,CLUB DEPORTIVO,3.0709093289E10,FEDERACIÓN,FEDERACIÓN,3.456419494E9,3.456435275E9,elcaeFEDERACIÓN@hotmail.com,DE LOS PERIODISTAS Y LOS JAZMINES,9001.0,,,,@cae_FEDERACIÓN,https://www.facebook.com/p/Club-Estudiantes-Federaci%C3%B3n-Entre-R%C3%ADos-100063716493183/,"Fútbol, Voley, Básquet",SIN DATOS,SIN DATOS,-30.98623,-57.92576,"Cancha de Fútbol, cancha de basquet, SUM, Cancha Techada"
CLUB SOCIAL Y DEPORTIVO FEDERACIÓN,CLUB DEPORTIVO,3.0707708634E10,FEDERACIÓN,FEDERACIÓN,3.456481528E9,3.45641458E9,clubsocialdf@xinet.com.ar,INMACULADA CONCEPCION,165.0,,,,@clubsocialFEDERACIÓN,"https://www.facebook.com/socialFEDERACIÓN/?locale=es_LA
https://www.facebook.com/profile.php?id=100063575617048&ref=_xav_ig_profile_page_web#","Fútbol, Tenis, Básquet, padel, Patinaje artístico",SIN DATOS,SIN DATOS,-30.9854590118325,-57.9167114335154,"Cancha de Fútbol, SUM, cancha de basquet, cancha de tenis, cancha de padel, Cancha Techada, Otros"
CLUB SOCIAL Y DEPORTIVO ALMIRANTE BROWN,CLUB DEPORTIVO,3.0688756576E10,FEDERACIÓN,FEDERACIÓN,3.456497762E9,,altebrown99@yahoo.com,HNAS BENTANCOURT Y DE LOS PERIODISTAS,0.0,,,www.racingdeolavarria.com.ar/club-social-y-deportivo-almirante-brown-FEDERACIÓN/,,https://www.facebook.com/RugbyCSAB/,"Voley, Fútbol, Rugby, padel",SIN DATOS,SIN DATOS,-30.9814609162204,-57.9283463623511,"Cancha de Fútbol, Cancha Techada, Cancha de Rugby, cancha de padel"
SANTA ELENA GOLF CLUB,PRIVADO,3.0714255521E10,SANTA ELENA,LA PAZ,3.516430006E9,,info@santaelenagolfclub.com / santaelenagolfclub@gmail.com,HECTOR DE MAYA,S/N,,,,https://www.instagram.com/santaelenagolfcluboficial/?locale=Google%2Bx%E1%BA%BFp%2Bh%E1%BA%A1ng(TG%3Ae10838).tnd&hl=en,https://www.facebook.com/santaelenagolfclub/,Golf,SIN DATOS,SIN DATOS,-30.9585462479563,-59.799825816445,Campo de Golf
CLUB SOCIAL Y DEPORTIVO DEFENSORES DEL SUR,CLUB DEPORTIVO,3.0716098083E10,FEDERAL,FEDERAL,3.454411688E9,3.454430903E9,sabina012@hotmail.com.ar,ECHAGUE,S/N,,,,,https://www.facebook.com/clubsocialydeportivodefensoresdelsur/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.95846,-58.78185,"Cancha de Fútbol, SUM"
CLUB SOCIAL Y DEPORTIVO ATENEO,CLUB DEPORTIVO,3.0708224738E10,FEDERAL,FEDERAL,3.45440552E9,3.454657297E9,clubateneofederal@gmail.com,DONOVAN,829.0,,,www.clubateneofederal.com/,@clubateneo,https://www.facebook.com/ClubAteneo/?locale=es_LA,"Voley, Básquet , Futsal, Fútbol, Patinaje artístico",SIN DATOS,SIN DATOS,-30.95534,-58.78341,"Cancha Techada, Cancha de Fútbol, cancha de basquet, Otros"
CLUB SOCIAL Y DEPORTIVO LAS FLORES,CLUB DEPORTIVO,3.0715229648E10,FEDERAL,FEDERAL,3.454487094E9,3.454434284E9,clubsocialydeportivolasflores@hotmail.com,ITATI,654.0,,,,@pasionporelrojo_,https://www.facebook.com/ClubSocialyDeportivoLasFlores/?locale=es_LA,Fútbol,SI,ANCHO DE PASILLOS,-30.95183,-58.79441,Cancha de Fútbol
CLUB ATLETICO MARTIN GARCIA,CLUB DEPORTIVO,3.0713425903E10,SANTA ELENA,LA PAZ,3.437480919E9,3.437412792E9,camg.santaelena.er@gmail.com,PARANÁ Y DORREGO,S/N,,,,@clubatleticomartingarcia,https://www.facebook.com/ClubAtleticoMartinGarcia/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.9495359170077,-59.7907540789978,"Cancha de Fútbol, SUM"
CLUB NÁUTICO SANTA ELENA,CLUB DEPORTIVO,3.07155424E10,SANTA ELENA,LA PAZ,3.437451098E9,3.437481378E9,clubnauticosantaelena@gmail.com,AVENIDA COSTANERA,0.0,,,,,https://www.facebook.com/cnautico.santaelena.5/?locale=es_LA,Náuticos,SIN DATOS,SIN DATOS,-30.949533738474,-59.7992943784338,
CLUB ATLÉTICO CAMBA CUA,CLUB DEPORTIVO,3.3690482989E10,SANTA ELENA,LA PAZ,3.43748148E9,3.437402603E9,juanfranco_cacc@hotmail.com,LISANDRO DE LA TORRE,S/N,,,,@cambacuaoficial,https://www.facebook.com/camba.cua.5/,Fútbol,SIN DATOS,SIN DATOS,-30.9492670870795,-59.7868638416539,"Cancha de Fútbol, SUM"
CLUB SOCIAL Y DEPORTIVO TALLERES,CLUB DEPORTIVO,3.0670917513E10,FEDERAL,FEDERAL,3.454657096E9,3.454407892E9,clubsydtalleresoficial@hotmail.com,BELGRANO,1050.0,,,www.clubtalleresfederal.com.ar,@clubtalleresfederal,https://www.facebook.com/profile.php?id=100028975102985&sk=about&locale=es_LA,"Softbol, Fútbol",NO,"ESTACIONAMIENTOS ACCESIBLES, ACCESO ADECUADO, PUERTAS ACCESIBLES, ANCHO DE PASILLOS, RAMPAS, SANITARIOS ACCESIBLES",-30.94804,-58.78449,"Cancha de Fútbol, Otros"
CLUB ATLÉTICO FERROCARRIL DEL ESTADO,CLUB DEPORTIVO,3.3711208629E10,FEDERAL,FEDERAL,3.454655467E9,3.4545408186E10,raulandrosiuk@hotmail.com,ALMIRANTE BROWN ESQUINA 12 DE OCTUBRE,0.0,,,,@clubferro_federal,https://www.facebook.com/p/Club-Ferrocarril-Ferro-del-Estado-100071074844351/?locale=es_LA,"Fútbol, Hockey césped, Básquet , Patinaje artístico, Handball, Rugby, Bochas, Hockey sobre patines",SI,"ESTACIONAMIENTOS ACCESIBLES, PUERTAS ACCESIBLES, ACCESO ADECUADO, ANCHO DE PASILLOS",-30.94713,-58.78587,"Cancha Techada, Cancha de Hockey"
CLUB ATLETICO AZOPARDO BELGRANO,CLUB DEPORTIVO,3.069049734E10,SANTA ELENA,LA PAZ,3.437480311E9,3.437451778E9,emachado@cobbargentina.com.ar,DARDO PABLO BLANC Y ROSSI,,,,,@caab2024,https://www.facebook.com/caab2021/,"Futsal, Fútbol, Básquet , Voley, Natación, Boxeo, Patinaje artístico, Gimnasia Artística",SIN DATOS,SIN DATOS,-30.9461367992011,-59.7960210865069,"Pileta Techada, cancha de basquet, SUM, Pileta Descubierta"
POLIDEPORTIVO DE FEDERAL,POLIDEPORTIVO MUNICIPAL,SIN CUIT 019,FEDERAL,FEDERAL,,,,,,,,https://federal.gob.ar/,,,"Fútbol, Rugby, Atletismo, Básquet",SIN DATOS,SIN DATOS,-30.9456,-58.78169,"Cancha de Rugby, Cancha de Fútbol, cancha de basquet, Pileta Descubierta"
CLUB SOCIAL Y DEPORTIVO SANTA MARTA,CLUB DEPORTIVO,3.0690512439E10,SANTA ELENA,LA PAZ,3.437456977E9,3.437494396E9,club_santa_marta@hotmail.com,HIPOLITO IRIGOYEN Y SANTA FE,0.0,,,,https://www.instagram.com/clubsantamartaoficial/,,Fútbol,SIN DATOS,SIN DATOS,-30.9453256109128,-59.7806028153426,SUM
CLUB PROGRESO SOCIAL Y DEPORTIVO,CLUB DEPORTIVO,3.070827064E10,SANTA ELENA,LA PAZ,3.437485027E9,3.437487309E9,gelamauri@hotmail.com,ALMIRANTE BROWN,277.0,,,,@progreso_se,,Básquet,SIN DATOS,SIN DATOS,-30.9452631557371,-59.79176762633,"cancha de basquet, SUM, Cancha Techada"
CLUB URQUIZA SANTA ELENA (CUSE),CLUB DEPORTIVO,3.0690485407E10,SANTA ELENA,LA PAZ,3.437480963E9,3.437608886E9,o_quartino@hotmail.com,EVA PERÓN Y 9 DE JULIO,S/N,Cancha de fútbol 11,"-30.939706872903887, -59.77847915194335",,"@basquetcuseoficial
https://www.instagram.com/club_urquiza_santa_elena/
https://www.instagram.com/urquiza2025futbol/
https://www.instagram.com/cluburquizasanta/",https://www.facebook.com/ClubUrquizaSantaElena/photos?locale=es_LA,"Básquet , Fútbol, Hockey césped",SIN DATOS,SIN DATOS,-30.9437253243056,-59.7890693014473,"Cancha Techada, Cancha de Fútbol, cancha de basquet"
CLUB ATLETICO TIRO FEDERAL,CLUB DEPORTIVO,3.0711827176E10,SANTA ELENA,LA PAZ,3.437609076E9,3.437542489E9,hpv283@hotmail.com,1º DE MAYO,1157.0,,,,@tirofederalfutsal,,"Fútbol, Básquet , Futsal",SIN DATOS,SIN DATOS,-30.9434559741022,-59.7857695956172,"cancha de basquet, SUM"
CLUB SOCIAL Y DEPORTIVO VILLA URQUIZA DE SANTA ELENA,CLUB DEPORTIVO,3.0690513281E10,SANTA ELENA,LA PAZ,3.437416892E9,3.437480277E9,titoreta@live.com.ar,SAN LORENZO Y FRANCISCO RAMIREZ,149.0,,,,@lavillapadelclub,,padel,SIN DATOS,SIN DATOS,-30.9426402730026,-59.7920820876905,cancha de padel
CLUB SOCIAL Y DEPORTIVO LAS MALVINAS,CLUB DEPORTIVO,3.071201688E10,FEDERAL,FEDERAL,3.454464614E9,3.454464614E9,quichojavier@gmail.com,TACUARY,1565.0,,,,@clubmalvinas,,Fútbol,SIN DATOS,SIN DATOS,-30.94204,-58.78707,Cancha de Fútbol
CLUB ATLÉTICO SAN LORENZO,CLUB DEPORTIVO,3.071466854E10,SANTA ELENA,LA PAZ,3.437515987E9,3.437401792E9,rodriguezalbana8@gmail.com,BELGRANO Y JOAQUIN V. GONZALEZ,S/N,,,,,,Fútbol,SIN DATOS,SIN DATOS,-30.9371285106897,-59.7872547046823,SUM
CLUB SOCIAL Y DEPORTIVO LAS DELICIAS,CLUB DEPORTIVO,3.0716120917E10,FEDERAL,FEDERAL,3.454499255E9,,yodardo_93@yahoo.com.ar,LAS DELCIAS,S/N,,,,,,Fútbol,SIN DATOS,SIN DATOS,-30.9004616130036,-58.8953027197449,Cancha de Fútbol
CENTRO SOCIAL Y DEPORTIVO SANTA ANA,CLUB DEPORTIVO,3.0707086358E10,FEDERACIÓN,FEDERACIÓN,3.456492111E9,3.45646559E9,cristiangnr1572@hotmail.com,25 DE MAYO Y TEODORA GOMEZ,S/N,,,,,https://www.facebook.com/clubsocialydeportivosantaana/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.9000323255814,-57.9348712558333,"Cancha de Fútbol, SUM"
CLUB NÁUTICO MANDISOVI,CLUB DEPORTIVO,3.0713703806E10,SANTA ANA,FEDERACIÓN,3.456421335E9,3.456420974E9,clubnauticomandisovi@gmail.com,AV. SIRIRI Y LOS CARDENALES,0.0,,,www.cnm.org.ar/,,https://www.facebook.com/nauticomandisovi/?locale=es_LA,Náuticos,SIN DATOS,SIN DATOS,-30.8987059433797,-57.8940632472167,Otros
CLUB ATLÉTICO INDEPENDIENTE DE VILLA DEL ROSARIO,CLUB DEPORTIVO,3.0712213082E10,VILLA DEL ROSARIO,FEDERACIÓN,3.456491142E9,3.456471893E9,javichervo@gmail.com,AVENIDA 9 DE JULIO,158.0,,,,@cai_villa_del_rosario_oficial_,https://www.facebook.com/ClubAtlicoIndependienteOficialVilladelRosario/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.7981899426685,-57.9109867758533,"Cancha de Fútbol, Cancha Techada"
CLUB ATLETICO SAN CLEMENTE,CLUB DEPORTIVO,3.067088942E10,CHAJARÍ,FEDERACIÓN,3.456421807E9,3.456450331E9,ceci_8520@hotmail.com,ALBERDI,3855.0,Cancha de futbol 11,"-30.768073719436874, -57.98590430469035",,@san.clemente.CHAJARÍ,,Fútbol,SIN DATOS,SIN DATOS,-30.7657800797286,-57.9890961331914,"Cancha de Fútbol, SUM"
TIRO FEDERAL DE CHAJARÍ,CLUB DEPORTIVO,3.0670930099E10,CHAJARÍ,FEDERACIÓN,3.4564229E9,3.456407212E9,tirofederalCHAJARÍoficial@gmail.com,AV. BELGRANO,S/N,,,,Club Tiro Federal ⚪🔴 (@tirofederalCHAJARÍ) • Fotos y videos de Instagram,https://www.facebook.com/clubtirofederalCHAJARÍ/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.765427577802,-57.9723268168295,Cancha de Fútbol
SKATEPARK CHAJARÍ,POLIDEPORTIVO MUNICIPAL,SIN CUIT 046,CHAJARÍ,FEDERACIÓN,,,,,,,,www.termasCHAJARÍ.tur.ar/skate-park/,,,Deportes Urbanos,SIN DATOS,SIN DATOS,-30.7633960560731,-57.9816428964484,skatepark
CENTRO DE SUBOFICIALES DEL EJERCITO,CLUB DEPORTIVO,3.0715515713E10,CHAJARÍ,FEDERACIÓN,3.456512784E9,1.167611371E9,gonzalovich@hotmail.com,CHACO,1940.0,,,,,https://www.facebook.com/p/Centro-de-Suboficiales-Sargento-Cabral-100066688745520/?locale=es_LA,"Patinaje artístico, Artes Marciales/deportes de contacto, Boxeo",SIN DATOS,SIN DATOS,-30.759970294318,-57.9953769997003,SUM
CLUB ATLÉTICO VÉLEZ SARSFIELD CHAJARÍ,CLUB DEPORTIVO,3.0522884673E10,CHAJARÍ,FEDERACIÓN,3.456421193E9,3.456497059E9,secretariavelezCHAJARÍi@hotmail.com,MASTEN E H . IRIGOYEN,2625.0,,,,@velezCHAJARÍ,https://www.facebook.com/velezCHAJARÍ,"Fútbol, Natación, Hockey césped, Básquet, Artes Marciales/deportes de contacto, padel, Tenis, Pelota paleta",SIN DATOS,SIN DATOS,-30.7586,-57.97631,"Cancha de Fútbol, Cancha Techada, cancha de tenis, Pileta Techada, Cancha de Hockey, Pileta Descubierta, SUM, cancha de pelota, cancha de padel, Cancha hockey cesped"
CLUB SOCIAL Y DEPORTIVO 1RO. DE MAYO,CLUB DEPORTIVO,3.0670862123E10,CHAJARÍ,FEDERACIÓN,2.456421605E9,3.456471836E9,annaimbert@hotmail.com,AV. SIBURU Y AV. 1 DE MAYO,,,,,@club_deportivo_1ro_de_mayo,https://www.facebook.com/eldecano.CHAJARÍ/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.75657,-57.98438,"Cancha de Fútbol, SUM"
CLUB ATLETICO FERROCARRIL,CLUB DEPORTIVO,3.0670923106E10,CHAJARÍ,FEDERACIÓN,3.4564218E9,3.456406111E9,caferrocarril@gmail.com,SIBURU,2107.0,,,,@caferrocarril,https://www.facebook.com/clubaferrocarril/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.75647,-57.99384,"Cancha de Fútbol, Cancha Techada, SUM"
ASOCIACION DE BOCHAS CHAJARÍ,CLUB DEPORTIVO,3.0709251569E10,CHAJARÍ,FEDERACIÓN,3.456505048E9,3.456423515E9,loreyruso@yahoo.com.ar,SIMON BOLIVAR,1975.0,,,,https://www.instagram.com/asociaciondebochaschajari/,,Bochas,SIN DATOS,SIN DATOS,-30.75334,-57.98773,
CLUB ATLÉTICO SANTA ROSA,CLUB DEPORTIVO,3.0629933286E10,CHAJARÍ,FEDERACIÓN,3.456422052E9,3.456621118E9,casrCHAJARÍ@gmail.com,DOMINGO BALONI,1630.0,"Estadio de futbol "" Jose Bonelli"".","-30.754342274454775, -57.97585060653938",,@casr.CHAJARÍ,https://www.facebook.com/CASR.CHAJARÍ/?locale=es_LA,"Fútbol, Básquet, Voley, Tenis, Patinaje artístico, padel, Pelota paleta, Artes Marciales/deportes de contacto",SIN DATOS,SIN DATOS,-30.7523827760835,-57.9804512292583,"Cancha de Fútbol, cancha de basquet, Cancha Techada, SUM, cancha de padel, cancha de pelota, cancha de tenis"
AGRUPACIÓN ATLÉTICA EL CHAJÁ,CLUB DEPORTIVO,3.0715771698E10,CHAJARÍ,FEDERACIÓN,,3.456515912E9,,RIVADAVIA,1020.0,,"-30.752189089531633, -57.972566518184514",,,,,SIN DATOS,SIN DATOS,-30.7523760613471,-57.9725960600716,
CLUB SOCIAL Y DEPORTIVO 25 DE MAYO,CLUB DEPORTIVO,3.3690491619E10,LA PAZ,LA PAZ,3.437522649E9,3.437412856E9,sar_neli@hotmail.com,OBLIGADO,945.0,,,,https://www.instagram.com/club25demayolapaz/,https://www.facebook.com/groups/5168636766539535/,"Fútbol, Gimnasia Artística, Futsal",SIN DATOS,SIN DATOS,-30.7509107288044,-59.6465946711643,SUM
CLUB SOCIAL DEPORTIVO SAN FRANCISCO,CLUB DEPORTIVO,3.0716792796E10,CHAJARÍ,FEDERACIÓN,3.456659153E9,3.456462151E9,casdsanfrancisco@gmail.com,GUARUMBA,2290.0,,,,@clubsanfranciscooficial,https://www.facebook.com/clubsanfranciscoCHAJARÍ/,Fútbol,SIN DATOS,SIN DATOS,-30.7505097067372,-57.9840344329964,Cancha de Fútbol
POLIDEPORTIVO MUNICIPAL DE LA PAZ,POLIDEPORTIVO MUNICIPAL,SIN CUIT 017,LA PAZ,LA PAZ,,,,ITUZAINGO,2101.0,,,,instagram.com/explore/locations/633917830065478/polideportivo-municipal-la-paz-entre-rios/,,"Natación, Fútbol, Hockey césped, Rugby",SIN DATOS,ACCESO ADECUADO,-30.7503367426593,-59.6500181335267,"Pileta Techada, Cancha de Fútbol, Cancha de Hockey, pista de atletismo, Cancha de Rugby, Cancha hockey cesped"
AUTO CLUB LA PAZ,CLUB DEPORTIVO,3.0711537224E10,LA PAZ,LA PAZ,3.437422046E9,3.43760916E9,jldal1999@hotmail.com,CAPITÁN DE CORVETA I GIACHINO,1098.0,,,,@autoclub.lapaz/,https://www.facebook.com/autoclub.lapaz/?locale=es_LA,Automovilismo / karting,SIN DATOS,SIN DATOS,-30.7497838304043,-59.5973909581838,Otros
CLUB BARRIO CONGO,CLUB DEPORTIVO,3.0671183793E10,LA PAZ,LA PAZ,3.437546766E9,3.437494961E9,clubbarriocongo@gmail.com,BELGRANO,1681.0,,,,https://www.instagram.com/club.barriocongo/,https://www.facebook.com/ClubCongoLaPaz/about,Fútbol,SIN DATOS,SIN DATOS,-30.7483029767161,-59.6434025264389,SUM
PATRONATO FOOT BALL CLUB,CLUB DEPORTIVO,3.0715580345E10,LA PAZ,LA PAZ,3.437434795E9,,,AZCUENAGA,1300.0,,,,,,Fútbol,SIN DATOS,SIN DATOS,-30.746203310397,-59.6406803711643,Cancha de Fútbol
ASOCIACIÓN DE PESCA EL CHAJA,CLUB DEPORTIVO,3.0714377783E10,CHAJARÍ,FEDERACIÓN,3.456424775E9,,estudiocontablelm@outlook.com.ar,PELLEGRINI,1595.0,,,,,,Pesca,SIN DATOS,SIN DATOS,-30.7456499986691,-57.9720055309047,
CLUB DE BOCHAS CHANTA CUATRO,CLUB DEPORTIVO,3.0711357838E10,LA PAZ,LA PAZ,3.437606241E9,3.437423925E9,cesarajaime75@gmail.com,ECHAGÜE Y SARMIENTO,S/N,,,,@clubchantacuatro,,Bochas,SIN DATOS,SIN DATOS,-30.7452199976102,-59.6459270917287,cancha de bochas
CLUB SPORTIVO COMERCIO E INDUSTRIA,CLUB DEPORTIVO,3.0710484631E10,LA PAZ,LA PAZ,3.437443006E9,1.130075519E9,clubsportivocomercioeindustria@gmail.com,ITUZAINGO,1205.0,,,,https://www.instagram.com/club_comercio/?hl=en,https://www.facebook.com/p/Club-Sportivo-Comercio-e-Industria-100057039416681/?locale=es_LA,"Fútbol, Básquet , Futsal, Gimnasia Artística",SIN DATOS,SIN DATOS,-30.7435864455405,-59.6477640558291,"Cancha de Fútbol, Cancha Techada, Otros, cancha de basquet, SUM"
ASOCIACION ESPAÑOLA DE SOCORROS MUTUOS,CLUB DEPORTIVO,3.0711528306E10,LA PAZ,LA PAZ,3.437605484E9,3.437607253E9,cgc115@hotmail.com,ESPAÑA,930.0,,,,@asociacionespanolalapazer/,https://www.facebook.com/asocesplapaz/,Pelota paleta,SIN DATOS,SIN DATOS,-30.7415117291291,-59.6428881460005,"SUM, cancha de pelota"
GOLF CLUB LA PAZ,CLUB DEPORTIVO,3.0707829008E10,LA PAZ,LA PAZ,3.43749307E9,,,RUTA 6 Y ACCESO SUR,S/N,,,,https://www.instagram.com/golfclubsociallapaz/?hl=en,https://www.facebook.com/p/Golf-Club-Social-La-Paz-100065190902187/,Golf,SIN DATOS,SIN DATOS,-30.7404558180163,-59.595533724873,"Campo de Golf, SUM"
CLUB ATLETICO UNION,CLUB DEPORTIVO,3.0711165947E10,LA PAZ,LA PAZ,3.437414386E9,3.43742355E9,clubunion1940@gmail.com,SANEZ PEÑA,1309.0,,,,,https://www.facebook.com/uniondelapaz/,Fútbol,SIN DATOS,SIN DATOS,-30.7399362312887,-59.6404412454456,Otros
CLUB ATLETICO CABALLU,CLUB DEPORTIVO,3.0709625094E10,LA PAZ,LA PAZ,3.43742397E9,3.437458284E9,clubcaballu3190@gmail.com,LEOPOLDO MELO,701.0,,,,@clubcaballu,,Fútbol,SIN DATOS,SIN DATOS,-30.7398221493334,-59.6323539581357,"Cancha de Fútbol, Gimnasio"
INDEPENDIENTE FOOT BALL CLUB,CLUB DEPORTIVO,3.0671227618E10,LA PAZ,LA PAZ,3.437431347E9,3.437607528E9,independientelapaz@gmail.com,ECHAGUEN,628.0,Predio de tenis,"-30.747792120419597, -59.64878678077816",,https://www.instagram.com/ifcoficial_/?hl=en,,"Fitness, Gimnasia Artística, Básquet, Fútbol",SIN DATOS,SIN DATOS,-30.738351417298,-59.6444468122415,"Cancha Techada, SUM, cancha de tenis, cancha de padel, Gimnasio, Cancha de Fútbol"
CLUB SOL NACIENTE,CLUB DEPORTIVO,3.0707411569E10,LA PAZ,LA PAZ,,,,LEGUIZAMON Y ÑANDUBAY,,,,,https://www.instagram.com/clubsolnaciente.lapaz/,https://www.facebook.com/p/FC-Sol-Naciente-100083944375241/,Fútbol,SIN DATOS,SIN DATOS,-30.7369758108386,-59.6230075576713,"Cancha de Fútbol, Otros"
"CLUB DE PESCADORES, CAZADORES Y NÁUTICO LA PAZ",CLUB DEPORTIVO,3.0709394165E10,LA PAZ,LA PAZ,3.437424575E9,3.437455999E9,acanzuelos79@gmail.com,AZCUÉNAGA Y RONDEAU,MANZANA Nº 10,,,,,https://www.facebook.com/cpcynlapaz/?locale=es_LA,"Pesca, Náuticos",SIN DATOS,SIN DATOS,-30.7347685280268,-59.6417650239456,
CLUB BRISAS DEL PARANÁ,CLUB DEPORTIVO,3.0708946725E10,LA PAZ,LA PAZ,3.437422118E9,3.437453016E9,impuestos.luqui@gmail.com,BROWN,163.0,,,,,https://www.facebook.com/p/Club-brisas-del-Paran%C3%A1-100070359963140/?_rdr,Bochas,SIN DATOS,SIN DATOS,-30.7346766310074,-59.6395205185713,cancha de bochas
CLUB DE RUGBY CURIYU,CLUB DEPORTIVO,3.3709982139E10,CHAJARÍ,FEDERACIÓN,3.456422049E9,3.456621983E9,vivianacornalo@hotmail.com,AVDA 1RO DE MAYO Y 19 DE JUNIO,0.0,,,,@clubcuriyu,https://www.facebook.com/clubcuriyu/?locale=es_LA,"Hockey césped, Rugby",SIN DATOS,SIN DATOS,-30.7343299361549,-57.9713119777048,"Cancha de Hockey, Cancha de Rugby, Cancha hockey cesped"
CLUB CICLISTA CHAJARÍ,CLUB DEPORTIVO,3.0711786895E10,CHAJARÍ,FEDERACIÓN,3.45642201E9,3.45642201E9,julitoynorma@hotmail.com,JOSE IGLESIAS Y VILLA LIBERTAD,0.0,,,,,https://www.facebook.com/p/Club-Ciclista-CHAJARÍ-100065010601417/?locale=es_LA,Ciclismo,SIN DATOS,SIN DATOS,-30.7325548106763,-57.9800040623629,
CLUB DE VOLANTES CHAJARÍ,CLUB DEPORTIVO,3.0708800208E10,CHAJARÍ,FEDERACIÓN,3.456422907E9,3.456421896E9,mdrodri@soon.com.ar,PARQUE INT PEZZUTTI,3760.0,,,,@clubdevolantesCHAJARÍ,https://www.facebook.com/karting.CHAJARÍ.9/?locale=es_LA,Automovilismo / karting,SIN DATOS,SIN DATOS,-30.7296986546939,-57.9753158958775,Otros
CLUB SOCIAL Y DEPORTIVO LA FLORIDA,CLUB DEPORTIVO,3.0707091327E10,CHAJARÍ,FEDERACIÓN,3.456422078E9,3.456475087E9,clublafloCHAJARÍ@gmail.com,ALVAREZ CONDARCO,1375.0,,,,https://www.instagram.com/clublafloridaer/,https://www.facebook.com/p/Club-Social-y-Deportivo-La-Florida-ER-100075834561777/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.7030341522793,-58.0585796667808,"Cancha de Fútbol, Cancha Techada"
POLIDEPORTIVO MUNICIPAL DE SAN GUSTAVO,POLIDEPORTIVO MUNICIPAL,SIN CUIT 086,SAN GUSTAVO,LA PAZ,,,,,,,,,,,"Fútbol, Básquet",SIN DATOS,SIN DATOS,-30.6909166045984,-59.3930567397992,"Cancha de Fútbol, cancha de basquet"
ESCUELA DE DEPORTE JOSE CARLOS TABARES,CLUB DEPORTIVO,3.0714850411E10,SAN GUSTAVO,LA PAZ,3.437605526E9,3.437492165E9,eva_la95@hotmail.com,HERNÁNDEZ Y JUAREZ CELMAN,S/N,,,,https://www.instagram.com/clubjosetabares/?hl=en,https://www.facebook.com/escuelatabares/,Fútbol,SIN DATOS,SIN DATOS,-30.6906184048208,-59.3939119663733,
CLUB SOCIAL RECREATIVO Y DEPORTIVO LOS CONQUISTADORES,CLUB DEPORTIVO,3.0707636412E10,LOS CONQUISTADORES,FEDERACIÓN,3.458494065E9,3.458405766E9,peluzubieta@hotmail.com.ar,RAFAEL BESADA Y SAN MARTIN,30.0,Cancha de futbol,"-30.5893, -58.47267",,https://www.instagram.com/clubsrdlosconquistadores/,https://www.facebook.com/elverdedeloeste/?locale=es_LA,Fútbol,SIN DATOS,SIN DATOS,-30.5906401940436,-58.4665570551447,"Otros, Cancha de Fútbol"
CLUB SOCIAL Y DEPORTIVO UNIÓN,CLUB DEPORTIVO,SIN CUIT 081,SAN JOSÉ DE FELICIANO,FELICIANO,,,,,,,,,https://www.instagram.com/clubdeportivo.union/,https://www.facebook.com/profile.php?id=61575273072098#,Fútbol,SIN DATOS,SIN DATOS,-30.392892405654,-58.7541188559688,Cancha de Fútbol
CLUB DEPORTIVO SANTA TERESITA,CLUB DEPORTIVO,3.0712079181E10,SAN JOSÉ DE FELICIANO,FELICIANO,3.458454435E9,,,GASCON,3187.0,,,,@club_santa_teresita,,Fútbol,SIN DATOS,SIN DATOS,-30.3920498119512,-58.7576912419157,
CLUB DEPORTIVO LOS TEROS,CLUB DEPORTIVO,3.0714830836E10,SAN JOSÉ DE FELICIANO,FELICIANO,3.45845373E9,,los_teros@yahoo.com.ar,SANTA FE Y MITRE,S/N,,,,@clubdeportivolosteros,,"Fútbol, Hockey césped",SIN DATOS,SIN DATOS,-30.390888743158,-58.753684358389,Cancha de Fútbol
